departamento,municipio,establecimiento,registros,direcciones_distintas,status_distintos,jornadas_distintas,planes_distintos,codigos
JUTIAPA,JUTIAPA,INSTITUTO TÉCNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5,2,1,3,2,22-01-0019-46; 22-01-0302-46; 22-01-0320-46; 22-01-0321-46; 22-01-0605-46
PETÉN,LAS CRUCES,"COLEGIO DE CIENCIAS COMERCIALES ""LAS CRUCES""",5,2,3,3,2,17-13-0117-46; 17-13-0118-46; 17-13-0119-46; 17-13-0120-46; 17-13-0143-46
RETALHULEU,RETALHULEU,LICEO ALFRED NOBEL,5,2,1,4,3,11-01-0344-46; 11-01-0348-46; 11-01-0350-46; 11-01-0351-46; 11-01-0516-46
RETALHULEU,SAN ANDRÉS VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,5,2,2,4,3,11-06-0061-46; 11-06-0064-46; 11-06-0065-46; 11-06-0069-46; 11-06-0082-46
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,COLEGIO MIXTO TECNOLÓGICO ZAPOTITLÁN,5,2,2,3,3,11-04-0023-46; 11-04-0024-46; 11-04-0025-46; 11-04-0027-46; 11-04-0037-46
RETALHULEU,SAN SEBASTIÁN,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,5,2,2,3,3,11-02-0052-46; 11-02-0056-46; 11-02-0058-46; 11-02-0059-46; 11-02-0063-46
SACATEPÉQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,5,2,1,4,3,03-12-0073-46; 03-12-0074-46; 03-12-0108-46; 03-12-0109-46; 03-12-0110-46
SACATEPÉQUEZ,SAN LUCAS SACATEPÉQUEZ,LICEO JOHN DEWEY,5,2,2,4,3,03-08-0029-46; 03-08-0030-46; 03-08-0032-46; 03-08-0033-46; 03-08-0053-46
SACATEPÉQUEZ,SANTA LUCÍA MILPAS ALTAS,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,5,2,2,4,3,03-09-0003-46; 03-09-0008-46; 03-09-0009-46; 03-09-0010-46; 03-09-0059-46
SAN MARCOS,PAJAPITA,"INSTITUTO TECNOLOGICO ""GERARDI""",5,2,2,3,3,12-22-0003-46; 12-22-0022-46; 12-22-0023-46; 12-22-0035-46; 12-22-5397-46
SAN MARCOS,SAN JOSÉ OJETENAM,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,5,2,2,2,1,12-24-0038-46; 12-24-0039-46; 12-24-0048-46; 12-24-0060-46; 12-24-0061-46
SAN MARCOS,TACANÁ,"COLEGIO CRISTIANO BILINGUE ""BLUE-SKY""",5,2,3,4,3,12-07-0202-46; 12-07-0205-46; 12-07-0206-46; 12-07-0225-46; 12-07-0235-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DEL CARMEN,5,2,1,3,3,10-01-0184-46; 10-01-0189-46; 10-01-0190-46; 10-01-0191-46; 10-01-0400-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO ROSARIO,5,2,2,4,3,10-01-0161-46; 10-01-0329-46; 10-01-0388-46; 10-01-2279-46; 10-01-2285-46
SUCHITEPÉQUEZ,MAZATENANGO,INSTITUTO DE COMPUTACIÓN INFORMÁTICA,5,2,1,4,3,10-01-0098-46; 10-01-0313-46; 10-01-0409-46; 10-01-0415-46; 10-01-1171-46
SUCHITEPÉQUEZ,PATULUL,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,5,2,1,4,3,10-14-0051-46; 10-14-0075-46; 10-14-2294-46; 10-14-2295-46; 10-14-2296-46
SUCHITEPÉQUEZ,SAMAYAC,"INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""",5,2,1,4,3,10-08-0022-46; 10-08-0024-46; 10-08-0025-46; 10-08-0026-46; 10-08-0031-46
SUCHITEPÉQUEZ,SAN ANTONIO SUCHITEPÉQUEZ,"COLEGIO PRIVADO MIXTO ""AMERICANO""",5,2,3,3,2,10-10-0001-46; 10-10-0046-46; 10-10-0047-46; 10-10-0056-46; 10-10-2680-46
ZACAPA,ZACAPA,"COLEGIO ""HIGA""",5,2,3,4,3,19-01-0192-46; 19-01-0193-46; 19-01-0194-46; 19-01-0198-46; 19-01-0211-46
ALTA VERAPAZ,LA TINTA,COLEGIO PRIVADO MIXTO SANTA CATALINA,4,2,2,4,3,16-16-0110-46; 16-16-0118-46; 16-16-0119-46; 16-16-0138-46
ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO PRIVADO LATINO,4,2,1,4,3,16-16-0071-46; 16-16-0116-46; 16-16-0131-46; 16-16-0132-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO CRISTIANO CATÓLICO JUAN PABLO II,4,2,3,2,2,04-01-0232-46; 04-01-0245-46; 04-01-0246-46; 04-01-0366-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO LICEO INTEGRAL CIENTIFICO EN COMPUTACION,4,2,2,3,2,04-01-2278-46; 04-01-2766-46; 04-01-2767-46; 04-01-2811-46
CHIMALTENANGO,SAN JUAN COMALAPA,"COLEGIO MIXTO EVANGÉLICO ""BETHLEHEM""",4,2,1,4,3,04-04-0037-46; 04-04-0066-46; 04-04-0072-46; 04-04-0083-46
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,CENTRO EDUCATIVO TECNOLÓGICO INNOVA -CETI-,4,2,1,4,3,04-03-0248-46; 04-03-0249-46; 04-03-0253-46; 04-03-0265-46
CHIMALTENANGO,ZARAGOZA,LICEO CRISTIANO MONTE SIÓN,4,2,2,2,3,04-15-0042-46; 04-15-0043-46; 04-15-0046-46; 04-15-0063-46
CHIQUIMULA,CHIQUIMULA,"COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY",4,2,1,2,2,20-01-0028-46; 20-01-0185-46; 20-01-0217-46; 20-01-0223-46
CHIQUIMULA,ESQUIPULAS,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",4,2,2,3,3,20-07-0002-46; 20-07-0003-46; 20-07-0004-46; 20-07-0149-46
CHIQUIMULA,ESQUIPULAS,LICEO DE FORMACIÓN INTEGRAL,4,2,2,3,3,20-07-0088-46; 20-07-0106-46; 20-07-0116-46; 20-07-0147-46
CHIQUIMULA,IPALA,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""",4,2,2,3,1,20-11-0001-46; 20-11-0002-46; 20-11-0003-46; 20-11-0055-46
CHIQUIMULA,QUEZALTEPEQUE,COMPLEJO EDUCATIVO INTERCULTURAL,4,2,2,3,1,20-09-0037-46; 20-09-0038-46; 20-09-0043-46; 20-09-0056-46
CIUDAD CAPITAL,ZONA 1,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,4,2,1,2,2,00-01-0288-46; 00-01-0289-46; 00-01-0292-46; 00-01-0293-46
CIUDAD CAPITAL,ZONA 1,ESCUELA SUPERIOR DE INFORMÁTICA,4,2,2,3,2,00-01-0598-46; 00-01-0721-46; 00-01-4009-46; 00-01-4010-46
CIUDAD CAPITAL,ZONA 1,ESCUELA TECNICA SUPERIOR ALINARI,4,2,2,3,2,00-01-0187-46; 00-01-0715-46; 00-01-2408-46; 00-01-8596-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO 'SUPERACION',4,2,1,4,2,00-01-2474-46; 00-01-7099-46; 00-01-7127-46; 00-01-7129-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,4,2,2,3,3,00-01-0780-46; 00-01-3042-46; 00-01-4403-46; 00-01-8511-46
CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 3,4,2,2,2,3,00-01-0527-46; 00-01-0531-46; 00-01-0532-46; 00-01-0803-46
CIUDAD CAPITAL,ZONA 1,LICEO MONTE SINAÍ,4,2,1,2,3,00-01-0520-46; 00-01-0521-46; 00-01-0524-46; 00-01-0828-46
CIUDAD CAPITAL,ZONA 1,LICEO MULTICULTURAL GUATEMALTECO,4,2,2,2,2,00-01-0437-46; 00-01-0440-46; 00-01-0441-46; 00-01-0516-46
CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO,4,2,2,4,2,00-01-8076-46; 00-01-8077-46; 00-01-8101-46; 00-01-8262-46
CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,4,2,2,2,2,00-01-0639-46; 00-01-0640-46; 00-01-0641-46; 00-01-0646-46
CIUDAD CAPITAL,ZONA 1,LICEO TÉCNICO CIENCIA Y DESARROLLO,4,2,1,2,1,00-01-0605-46; 00-01-0700-46; 00-01-0701-46; 00-01-7321-46
CIUDAD CAPITAL,ZONA 11,COLEGIO PANAMERICANO NO. 6,4,2,1,1,2,00-11-0019-46; 00-11-0036-46; 00-11-0071-46; 00-11-0076-46
CIUDAD CAPITAL,ZONA 18,"LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",4,2,1,2,2,00-18-0020-46; 00-18-0142-46; 00-18-0203-46; 00-18-0256-46
CIUDAD CAPITAL,ZONA 18,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",4,2,2,3,3,00-18-0180-46; 00-18-0182-46; 00-18-0183-46; 00-18-0241-46
CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLÓGICO EL RODEO,4,2,2,3,3,00-19-0048-46; 00-19-0052-46; 00-19-0053-46; 00-19-0099-46
CIUDAD CAPITAL,ZONA 21,CENTRO EDUCATIVO PROYECTO 70/7,4,2,1,3,4,00-21-0077-46; 00-21-0078-46; 00-21-0079-46; 00-21-0102-46
CIUDAD CAPITAL,ZONA 6,COLEGIO CLÁSICO GUATEMALTECO,4,2,2,3,3,00-06-0064-46; 00-06-0065-46; 00-06-0069-46; 00-06-0087-46
CIUDAD CAPITAL,ZONA 6,"LICEO DE COMPUTACIÓN C.S.S, ZONA 6",4,2,1,3,2,00-06-0038-46; 00-06-3071-46; 00-06-9347-46; 00-06-9571-46
ESCUINTLA,NUEVA CONCEPCIÓN,INSTITUTO DE COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-,4,2,1,4,3,05-13-0076-46; 05-13-0077-46; 05-13-0081-46; 05-13-0103-46
ESCUINTLA,PALÍN,LICEO MIXTO PANAMERICANO,4,2,1,3,3,05-11-0099-46; 05-11-0114-46; 05-11-0121-46; 05-11-2952-46
ESCUINTLA,SAN JOSÉ,CENTRO EDUCATIVO GUATEMAYA,4,2,2,1,1,05-09-0058-46; 05-09-0059-46; 05-09-0061-46; 05-09-0093-46
ESCUINTLA,SIQUINALÁ,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,4,2,2,3,3,05-04-0042-46; 05-04-0043-46; 05-04-0048-46; 05-04-0053-46
ESCUINTLA,SIQUINALÁ,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,4,2,2,3,3,05-04-0034-46; 05-04-0052-46; 05-04-0057-46; 05-04-2449-46
GUATEMALA,CHINAUTLA,COLEGIO VALLE DEL QUETZAL II,4,2,3,3,3,01-06-0104-46; 01-06-0108-46; 01-06-0109-46; 01-06-0170-46
GUATEMALA,FRAIJANES,LICEO NUEVA GENERACIÓN,4,2,2,3,3,01-13-0070-46; 01-13-0071-46; 01-13-0072-46; 01-13-0114-46
GUATEMALA,MIXCO,CENTRO EDUCATIVO 'CARLOS MERIDA',4,2,1,4,2,01-08-6850-46; 01-08-6851-46; 01-08-7252-46; 01-08-7253-46
GUATEMALA,MIXCO,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,4,2,2,3,3,01-08-0434-46; 01-08-0437-46; 01-08-0439-46; 01-08-0772-46
GUATEMALA,MIXCO,COLEGIO TECNOLÓGICO MODERNO VYGOTSKI,4,2,1,4,3,01-08-0519-46; 01-08-0520-46; 01-08-0956-46; 01-08-0957-46
GUATEMALA,MIXCO,LICEO CANADIENSE ROOSEVELT,4,2,1,3,2,01-08-9327-46; 01-08-9328-46; 01-08-9330-46; 01-08-9332-46
GUATEMALA,MIXCO,LICEO LOMAS DE SACOJ,4,2,2,2,2,01-08-0119-46; 01-08-0120-46; 01-08-1079-46; 01-08-1081-46
GUATEMALA,SAN JOSÉ DEL GOLFO,"COLEGIO ""ALFA Y OMEGA""",4,2,2,2,2,01-04-0017-46; 01-04-0020-46; 01-04-0023-46; 01-04-0028-46
GUATEMALA,SAN JOSÉ PINULA,COLEGIO INTEGRAL EBENEZER,4,2,2,3,3,01-03-0135-46; 01-03-0136-46; 01-03-0148-46; 01-03-0173-46
GUATEMALA,SAN JOSÉ PINULA,LICEO CRISTIANO REY SALOMÓN,4,2,2,3,3,01-03-0188-46; 01-03-0189-46; 01-03-0190-46; 01-03-0191-46
GUATEMALA,SAN JUAN SACATEPÉQUEZ,"COLEGIO EVANGÉLICO ""JESÚS EL MESÍAS""",4,2,2,3,3,01-10-0248-46; 01-10-0254-46; 01-10-0255-46; 01-10-0313-46
GUATEMALA,SAN MIGUEL PETAPA,COLEGIO GUATEMALTECO TIKAL NO. 2,4,2,1,4,3,01-17-0331-46; 01-17-0332-46; 01-17-0337-46; 01-17-0339-46
GUATEMALA,VILLA CANALES,LICEO CENTROAMERICANO BOCA DEL MONTE,4,2,1,2,2,01-16-0108-46; 01-16-8866-46; 01-16-8871-46; 01-16-8872-46
HUEHUETENANGO,CHIANTLA,"COLEGIO PRIVADO MIXTO ""RIO QUISIL""",4,2,2,3,3,13-02-0238-46; 13-02-0286-46; 13-02-0325-46; 13-02-0326-46
IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",4,2,1,2,2,18-02-0108-46; 18-02-0110-46; 18-02-0316-46; 18-02-0317-46
IZABAL,MORALES,LICEO ALVAREZ OVALLE,4,2,2,3,3,18-04-0174-46; 18-04-0176-46; 18-04-0177-46; 18-04-0503-46
IZABAL,PUERTO BARRIOS,"INSTITUTO PREUNIVERSITARIO DE IZABAL ""PREU""",4,2,2,3,2,18-01-0200-46; 18-01-0203-46; 18-01-0205-46; 18-01-0319-46
IZABAL,PUERTO BARRIOS,LICEO MIXTO BILINGÜE CANADIENSE,4,2,2,4,3,18-01-0339-46; 18-01-0340-46; 18-01-0343-46; 18-01-0426-46
JALAPA,JALAPA,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""",4,2,1,4,3,21-01-0344-46; 21-01-0389-46; 21-01-0415-46; 21-01-0823-46
JALAPA,MATAQUESCUINTLA,"COLEGIO PARTICULAR MIXTO ""LA SAGRADA FAMILIA""",4,2,1,3,2,21-07-0097-46; 21-07-0124-46; 21-07-0933-46; 21-07-1416-46
JALAPA,SAN LUIS JILOTEPEQUE,"COLEGIO DEL NIVEL MEDIO ""SUPERACIÓN""",4,2,2,3,3,21-03-0027-46; 21-03-0029-46; 21-03-0042-46; 21-03-0046-46
JALAPA,SAN PEDRO PINULA,"INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGÍA ""LA SAGRADA FAMILIA""",4,2,2,3,3,21-02-0079-46; 21-02-0085-46; 21-02-0088-46; 21-02-0094-46
JUTIAPA,ASUNCIÓN MITA,INSTITUTO TÉCNICO INDUSTRIAL HENRY FORD,4,2,2,2,3,22-05-0059-46; 22-05-0077-46; 22-05-2078-46; 22-05-2461-46
JUTIAPA,JUTIAPA,"COLEGIO MIXTO BILINGÜE ""SANTA FE""",4,2,1,4,3,22-01-0441-46; 22-01-0442-46; 22-01-0449-46; 22-01-0460-46
JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,4,2,2,3,2,22-01-0664-46; 22-01-0666-46; 22-01-0725-46; 22-01-0734-46
JUTIAPA,SAN JOSÉ ACATEMPA,"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""",4,2,1,3,3,22-16-0008-46; 22-16-0010-46; 22-16-0014-46; 22-16-0024-46
JUTIAPA,SANTA CATARINA MITA,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",4,2,1,3,3,22-03-0026-46; 22-03-0029-46; 22-03-0030-46; 22-03-0037-46
JUTIAPA,YUPILTEPEQUE,LICEO YUPANO,4,2,1,3,3,22-06-0018-46; 22-06-0020-46; 22-06-0029-46; 22-06-0037-46
PETÉN,LA LIBERTAD,ESCUELA NORMAL CON ORIENTACION AMBIENTAL,4,2,3,2,2,17-05-0305-46; 17-05-0306-46; 17-05-3658-46; 17-05-4067-46
PETÉN,MELCHOR DE MENCOS,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,4,2,2,3,2,17-11-0010-46; 17-11-0079-46; 17-11-0080-46; 17-11-3899-46
PETÉN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,4,2,1,3,3,17-03-0089-46; 17-03-0128-46; 17-03-4111-46; 17-03-4112-46
PETÉN,SAN LUIS,INSTITUTO PRIVADO FUENTE DEL SABER,4,2,1,3,3,17-09-0005-46; 17-09-0329-46; 17-09-0331-46; 17-09-4156-46
QUETZALTENANGO,LA ESPERANZA,COLEGIO IDEA,4,2,2,2,3,09-23-0040-46; 09-23-0041-46; 09-23-0046-46; 09-23-0047-46
QUETZALTENANGO,QUETZALTENANGO,COLEGIO JOHN HARVARD,4,2,2,3,3,09-01-0285-46; 09-01-0288-46; 09-01-0297-46; 09-01-0518-46
QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA EVANGÉLICA SHEKINÁ,4,2,2,3,1,09-01-0379-46; 09-01-0552-46; 09-01-0553-46; 09-01-3706-46
QUETZALTENANGO,SAN JUAN OSTUNCALCO,COLEGIO CRISTIANO LICEO INFORMÁTICO MANUEL,4,2,2,4,3,09-09-0091-46; 09-09-0092-46; 09-09-0097-46; 09-09-0111-46
RETALHULEU,EL ASINTAL,COLEGIO MIXTO CRISTIANO JESHUA,4,2,2,3,4,11-09-0048-46; 11-09-0050-46; 11-09-0069-46; 11-09-0093-46
RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELÉN,4,2,2,3,3,11-01-0409-46; 11-01-0411-46; 11-01-0441-46; 11-01-0490-46
RETALHULEU,RETALHULEU,COLEGIO EVANGÉLICO MIXTO SINAÍ,4,2,1,4,2,11-01-0153-46; 11-01-0155-46; 11-01-0474-46; 11-01-1220-46
RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,4,2,2,3,3,11-01-0197-46; 11-01-0199-46; 11-01-0232-46; 11-01-0498-46
RETALHULEU,RETALHULEU,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4,2,1,3,3,11-01-0452-46; 11-01-0453-46; 11-01-0529-46; 11-01-1407-46
RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,4,2,2,3,3,11-01-0080-46; 11-01-0200-46; 11-01-0201-46; 11-01-0478-46
RETALHULEU,SAN FELIPE,COLEGIO CRISTIANO EL VALLE DEL SUR,4,2,1,3,3,11-05-0044-46; 11-05-0045-46; 11-05-1437-46; 11-05-1438-46
RETALHULEU,SAN SEBASTIÁN,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,4,2,1,2,2,11-02-0011-46; 11-02-0013-46; 11-02-0038-46; 11-02-0039-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN NOCTURNA,4,2,2,1,1,03-01-0052-46; 03-01-0271-46; 03-01-0272-46; 03-01-1402-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,LICEO POLITECNICO PEDAGOGICO ANTIGÜEÑO,4,2,2,3,3,03-01-0182-46; 03-01-0186-46; 03-01-0192-46; 03-01-0251-46
SACATEPÉQUEZ,CIUDAD VIEJA,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,4,2,2,3,3,03-12-0021-46; 03-12-0022-46; 03-12-0043-46; 03-12-0100-46
SACATEPÉQUEZ,SAN BARTOLOMÉ MILPAS ALTAS,LICEO MIXTO BILINGUE REAL MINERVA,4,2,2,3,2,03-07-0016-46; 03-07-0017-46; 03-07-0024-46; 03-07-0025-46
SACATEPÉQUEZ,SANTIAGO SACATEPÉQUEZ,INSTITUTO TECNOLOGICO EBENEZER,4,2,2,4,3,03-06-0030-46; 03-06-0042-46; 03-06-0048-46; 03-06-0059-46
SACATEPÉQUEZ,SUMPANGO,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,4,2,3,3,3,03-04-0031-46; 03-04-0032-46; 03-04-0085-46; 03-04-1143-46
SAN MARCOS,MALACATÁN,COLEGIO EVANGÉLICO MIXTO CENTROAMERICANO,4,2,2,3,2,12-15-0048-46; 12-15-0114-46; 12-15-0115-46; 12-15-1300-46
SAN MARCOS,MALACATÁN,"INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""",4,2,2,3,3,12-15-0134-46; 12-15-0135-46; 12-15-0208-46; 12-15-2938-46
SAN MARCOS,MALACATÁN,"LICEO PRE-UNIVERSITARIO ""LA FE""",4,2,2,2,2,12-15-0096-46; 12-15-0097-46; 12-15-0144-46; 12-15-0179-46
SAN MARCOS,NUEVO PROGRESO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,2,1,2,1,12-12-0100-46; 12-12-0102-46; 12-12-0103-46; 12-12-0104-46
SAN MARCOS,PAJAPITA,LICEO EXPERIMENTAL,4,2,3,2,2,12-22-0020-46; 12-22-0021-46; 12-22-0024-46; 12-22-0037-46
SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLÓGICO PRIVADO MIXTO EVANGÉLICO SUNESIS,4,2,2,2,2,12-29-0026-46; 12-29-0031-46; 12-29-0032-46; 12-29-5026-46
SAN MARCOS,SAN MARCOS,"COLEGIO BILINGÜE ""ADVANCE""",4,2,2,3,2,12-01-0169-46; 12-01-0170-46; 12-01-0171-46; 12-01-0172-46
SAN MARCOS,TEJUTLA,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,4,2,1,3,3,12-10-0082-46; 12-10-0085-46; 12-10-0086-46; 12-10-4713-46
SANTA ROSA,CUILAPA,"COLEGIO CATÓLICO ECO-TECNOLÓGICO ""SAGRADO CORAZÓN DE JESÚS""",4,2,1,4,3,06-01-0119-46; 06-01-0124-46; 06-01-0125-46; 06-01-0138-46
SANTA ROSA,NUEVA SANTA ROSA,INSTITUTO PARTICULAR MIXTO DE COMERCIO,4,2,2,4,3,06-14-0046-46; 06-14-0049-46; 06-14-0416-46; 06-14-1765-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO TECNICO SUCHITEPEQUEZ,4,2,2,2,2,10-01-0100-46; 10-01-2603-46; 10-01-2604-46; 10-01-2605-46
SUCHITEPÉQUEZ,SAN ANTONIO SUCHITEPÉQUEZ,LICEO DE COMPUTACION SIGLO 21,4,2,2,3,3,10-10-0050-46; 10-10-0096-46; 10-10-2491-46; 10-10-2493-46
TOTONICAPÁN,SAN CRISTÓBAL TOTONICAPÁN,LICEO PREUNIVERSITARIO SAN CRISTÓBAL,4,2,2,3,3,08-02-0001-46; 08-02-0003-46; 08-02-0066-46; 08-02-0098-46
TOTONICAPÁN,SANTA MARÍA CHIQUIMULA,"COLEGIO PRIVADO MIXTO ""FLOR DE MARÍA""",4,2,2,3,3,08-06-0064-46; 08-06-0079-46; 08-06-0080-46; 08-06-0118-46
ZACAPA,ZACAPA,INSTITUTO TÉCNICO DE EDUCACIÓN INDUSTRIAL,4,2,3,3,2,19-01-0148-46; 19-01-0175-46; 19-01-0177-46; 19-01-0332-46
ZACAPA,ZACAPA,INSTITUTO TÉCNICO PRIVADO VOCACIONAL,4,2,2,4,3,19-01-0184-46; 19-01-0202-46; 19-01-0213-46; 19-01-0304-46
ALTA VERAPAZ,COBÁN,"COLEGIO DE INFORMÁTICA ""CENINFAV""",3,2,2,2,2,16-01-0471-46; 16-01-0665-46; 16-01-0666-46
ALTA VERAPAZ,COBÁN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,3,2,2,3,3,16-01-0646-46; 16-01-0703-46; 16-01-0913-46
ALTA VERAPAZ,COBÁN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,3,2,2,3,3,16-01-0681-46; 16-01-0915-46; 16-01-1176-46
ALTA VERAPAZ,COBÁN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,3,2,2,3,2,16-01-0917-46; 16-01-1394-46; 16-01-2302-46
ALTA VERAPAZ,COBÁN,LICEO AMERICANO DEL NORTE,3,2,1,2,2,16-01-0481-46; 16-01-0483-46; 16-01-0664-46
ALTA VERAPAZ,FRAY BARTOLOMÉ DE LAS CASAS,COLEGIO PARTICULAR MIXTO EL ÉXITO,3,2,2,2,2,16-15-0154-46; 16-15-0163-46; 16-15-0164-46
ALTA VERAPAZ,PANZÓS,COLEGIO MIXTO VALLE DEL POLOCHIC,3,2,2,3,2,16-07-0196-46; 16-07-0197-46; 16-07-0214-46
ALTA VERAPAZ,SAN MIGUEL TUCURÚ,"CENTRO DE FORMACIÓN ACADÉMICA, TECNOLÓGICA Y OCUPACIONAL ""JACK & MARIE EITING""",3,2,2,3,2,16-06-0103-46; 16-06-0104-46; 16-06-0106-46
ALTA VERAPAZ,SAN PEDRO CARCHÁ,COLEGIO SAGRADA FAMILIA,3,2,1,2,2,16-09-0844-46; 16-09-0863-46; 16-09-0932-46
BAJA VERAPAZ,RABINAL,COLEGIO INTEGRAL NUEVA GENERACIÓN,3,2,2,3,3,15-03-0083-46; 15-03-0143-46; 15-03-2150-46
BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO VIDA NUEVA,3,2,2,2,2,15-03-0088-46; 15-03-0141-46; 15-03-2053-46
CHIMALTENANGO,CHIMALTENANGO,CENTRO DE ESTUDIOS INTEGRADOS CEI,3,2,1,3,2,04-01-0147-46; 04-01-0318-46; 04-01-0391-46
CHIMALTENANGO,PATZÚN,"INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA ""I.C.I.""",3,2,1,3,3,04-07-0042-46; 04-07-0043-46; 04-07-0070-46
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,"LICEO CRISTIANO ""JERUSALÉN""",3,2,1,2,2,04-03-0204-46; 04-03-0242-46; 04-03-3046-46
CHIQUIMULA,CHIQUIMULA,COLEGIO PRIVADO MIXTO BENDICIÓN,3,2,2,2,2,20-01-0176-46; 20-01-0309-46; 20-01-2341-46
CHIQUIMULA,CONCEPCIÓN LAS MINAS,COLEGIO CRISTIANO CRISTO VIENE YA,3,2,2,3,3,20-08-0004-46; 20-08-0022-46; 20-08-0025-46
CHIQUIMULA,ESQUIPULAS,"COLEGIO DE EDUCACIÓN PARA ADULTOS ""SEMILLA DE VIDA""",3,2,1,2,2,20-07-0111-46; 20-07-0114-46; 20-07-0127-46
CIUDAD CAPITAL,ZONA 1,CENTRO CULTURAL DE LAS AMERICAS NO. 3,3,2,1,3,2,00-01-0281-46; 00-01-0343-46; 00-01-6999-46
CIUDAD CAPITAL,ZONA 1,CENTRO DE COMPUTACION IMB-PC,3,2,1,2,2,00-01-2905-46; 00-01-4388-46; 00-01-8455-46
CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS COMERCIALES EN INFORMÁTICA,3,2,1,3,2,00-01-0848-46; 00-01-7388-46; 00-01-8158-46
